iter	Passed	Remaining
368	2090	82895
369	2096	82885
370	2101	82875
371	2107	82861
372	2112	82856
373	2118	82852
374	2124	82848
375	2130	82848
376	2135	82835
377	2141	82828
378	2146	82819
379	2152	82813
380	2158	82810
381	2163	82803
382	2169	82793
383	2174	82777
384	2180	82765
385	2185	82760
386	2191	82759
387	2197	82759
388	2203	82768
389	2209	82768
390	2215	82762
391	2220	82750
392	2226	82739
393	2231	82719
394	2237	82714
395	2242	82712
396	2248	82704
397	2254	82697
398	2259	82693
399	2265	82672
400	2270	82677
401	2276	82668
402	2282	82661
403	2287	82656
404	2293	82655
405	2298	82629
406	2303	82608
407	2309	82611
408	2315	82608
409	2321	82608
410	2327	82602
411	2332	82598
412	2338	82586
413	2343	82560
414	2349	82557
415	2354	82555
416	2360	82554
417	2366	82559
418	2372	82564
419	2378	82566
420	2384	82564
421	2389	82560
422	2395	82541
423	2400	82528
424	2406	82529
425	2412	82519
426	2417	82510
427	2423	82503
428	2429	82509
429	2435	82510
430	2440	82483
431	2445	82463
432	2450	82444
433	2456	82432
434	2461	82415
435	2467	82408
436	2472	82401
437	2478	82400
438	2484	82394
439	2489	82380
440	2494	82367
441	2500	82351
442	2505	82339
443	2511	82340
444	2516	82325
445	2522	82316
446	2528	82316
447	2533	82307
448	2539	82311
449	2545	82313
450	2551	82303
451	2557	82300
452	2562	82285
453	2568	82289
454	2574	82291
455	2579	82286
456	2585	82287
457	2591	82286
458	2597	82284
459	2602	82275
460	2608	82259
461	2613	82251
462	2619	82249
463	2625	82244
464	2630	82222
465	2636	82220
466	2642	82225
467	2648	82228
468	2653	82220
469	2659	82215
470	2664	82198
471	2670	82185
472	2676	82186
473	2681	82177
474	2687	82168
475	2692	82160
476	2698	82151
477	2703	82138
478	2709	82131
479	2714	82119
480	2720	82116
481	2726	82112
482	2732	82114
483	2737	82095
484	2742	82089
485	2748	82070
486	2754	82072
487	2760	82078
488	2765	82076
489	2771	82071
490	2777	82068
491	2782	82060
492	2788	82057
493	2794	82046
494	2800	82051
495	2805	82044
496	2811	82043
497	2817	82035
498	2822	82030
499	2828	82022
500	2833	82009
501	2839	82006
502	2845	82009
503	2851	82009
504	2859	82068
505	2864	82050
506	2870	82048
507	2875	82039
508	2881	82033
509	2886	82017
510	2892	82011
511	2897	81999
512	2904	82010
513	2909	82006
514	2915	82000
515	2920	81991
516	2926	81978
517	2931	81970
518	2937	81963
519	2943	81954
520	2948	81944
521	2953	81927
522	2959	81923
523	2965	81918
524	2970	81909
525	2976	81901
526	2981	81884
527	2987	81874
528	2992	81858
529	2997	81848
530	3003	81843
531	3009	81835
532	3014	81832
533	3020	81821
534	3026	81817
535	3031	81810
536	3037	81797
537	3042	81792
538	3047	81774
539	3053	81765
540	3058	81744
541	3064	81733
542	3069	81731
543	3075	81728
544	3081	81717
545	3086	81710
546	3091	81697
547	3097	81683
548	3102	81670
549	3108	81657
550	3113	81637
551	3118	81619
552	3123	81605
553	3128	81587
554	3133	81565
555	3139	81557
556	3144	81539
557	3150	81528
558	3156	81534
559	3161	81524
560	3167	81513
561	3172	81501
562	3177	81492
563	3183	81480
564	3188	81461
565	3193	81440
566	3198	81420
567	3203	81407
568	3209	81405
569	3215	81394
570	3220	81382
571	3226	81373
572	3231	81365
573	3237	81368
574	3243	81357
575	3248	81350
576	3254	81341
577	3259	81336
578	3265	81329
579	3271	81328
580	3276	81320
581	3282	81307
582	3287	81303
583	3293	81298
584	3299	81293
585	3304	81291
586	3310	81293
587	3316	81294
588	3323	81303
589	3329	81310
590	3335	81315
591	3340	81308
592	3346	81312
593	3352	81309
594	3358	81301
595	3363	81289
596	3368	81271
597	3374	81263
598	3380	81261
599	3385	81245
600	3390	81240
601	3396	81229
602	3402	81226
603	3407	81215
604	3412	81199
605	3417	81181
606	3422	81159
607	3428	81153
608	3433	81143
609	3439	81133
610	3445	81132
611	3450	81117
612	3455	81103
613	3461	81097
614	3466	81089
615	3472	81082
616	3477	81068
617	3484	81081
618	3490	81099
619	3497	81119
620	3503	81131
621	3510	81144
622	3516	81159
623	3523	81176
624	3530	81195
625	3536	81212
626	3543	81230
627	3550	81249
628	3557	81269
629	3563	81287
630	3570	81302
631	3577	81326
632	3582	81321
633	3588	81316
634	3593	81297
635	3599	81295
636	3604	81280
637	3610	81265
638	3615	81252
639	3620	81239
640	3626	81227
641	3631	81212
642	3636	81203
643	3642	81193
644	3647	81178
645	3652	81161
646	3657	81148
647	3663	81136
648	3668	81122
649	3674	81113
650	3679	81091
651	3684	81076
652	3689	81067
653	3695	81054
654	3700	81042
655	3706	81035
656	3711	81026
657	3717	81018
658	3722	81011
659	3728	81001
660	3733	80994
661	3738	80974
662	3744	80965
663	3749	80956
664	3755	80948
665	3760	80933
666	3766	80929
667	3771	80919
668	3777	80911
669	3782	80891
670	3787	80879
671	3796	80940
672	3801	80937
673	3807	80930
674	3813	80927
675	3818	80918
676	3824	80907
677	3829	80900
678	3835	80895
679	3840	80886
680	3846	80880
681	3852	80875
682	3857	80869
683	3863	80860
684	3868	80850
685	3874	80837
686	3879	80828
687	3885	80828
688	3890	80810
689	3896	80802
690	3901	80796
691	3907	80787
692	3912	80774
693	3918	80770
694	3923	80758
695	3928	80745
696	3934	80738
697	3940	80737
698	3945	80721
699	3950	80713
700	3956	80710
701	3962	80708
702	3968	80705
703	3974	80700
704	3979	80693
705	3984	80681
706	3990	80677
707	3995	80664
708	4001	80656
709	4007	80648
710	4012	80646
711	4018	80643
712	4024	80633
713	4029	80624
714	4034	80611
715	4040	80597
716	4045	80591
717	4050	80577
718	4056	80574
719	4062	80564
720	4067	80553
721	4072	80541
722	4078	80529
723	4083	80523
724	4089	80512
725	4095	80516
726	4101	80514
727	4106	80513
728	4113	80518
729	4118	80506
730	4124	80501
731	4129	80492
732	4134	80481
733	4140	80479
734	4146	80475
735	4151	80465
736	4157	80460
737	4163	80455
738	4168	80446
739	4174	80442
740	4179	80429
741	4185	80421
742	4190	80409
743	4195	80397
744	4200	80380
745	4206	80368
746	4211	80355
747	4216	80347
748	4222	80331
749	4227	80322
750	4232	80303
751	4237	80291
752	4243	80281
753	4248	80276
754	4254	80274
755	4259	80262
756	4265	80254
757	4270	80239
758	4276	80234
759	4281	80216
760	4286	80203
761	4291	80193
762	4297	80185
763	4302	80178
764	4308	80174
765	4313	80162
766	4319	80155
767	4325	80149
768	4330	80138
769	4335	80126
770	4341	80116
771	4346	80110
772	4352	80098
773	4357	80086
774	4362	80077
775	4367	80064
776	4373	80061
777	4379	80053
778	4384	80040
779	4390	80036
780	4395	80031
781	4401	80025
782	4407	80021
783	4412	80009
784	4417	80000
785	4423	79987
786	4428	79979
787	4434	79973
788	4439	79961
789	4444	79950
790	4450	79944
791	4456	79942
792	4461	79929
793	4467	79922
794	4472	79911
795	4477	79906
796	4483	79896
797	4489	79894
798	4495	79896
799	4500	79883
800	4505	79870
801	4511	79866
802	4516	79855
803	4522	79845
804	4527	79830
805	4532	79814
806	4537	79804
807	4543	79795
808	4548	79783
809	4553	79775
810	4558	79762
811	4564	79751
812	4569	79744
813	4575	79731
814	4580	79725
815	4586	79716
816	4591	79712
817	4596	79699
818	4602	79688
819	4607	79675
820	4613	79669
821	4618	79656
822	4623	79644
823	4628	79634
824	4634	79629
825	4640	79624
826	4645	79617
827	4651	79607
828	4656	79599
829	4661	79590
830	4667	79578
831	4672	79566
832	4677	79557
833	4683	79546
834	4688	79542
835	4694	79537
836	4699	79526
837	4705	79521
838	4710	79511
839	4716	79500
840	4721	79493
841	4727	79489
842	4732	79479
843	4742	79537
844	4747	79528
845	4753	79521
846	4758	79517
847	4764	79506
848	4769	79495
849	4774	79482
850	4779	79472
851	4785	79459
852	4790	79443
853	4795	79438
854	4801	79432
855	4806	79418
856	4812	79414
857	4817	79401
858	4823	79398
859	4828	79387
860	4834	79389
861	4839	79376
862	4844	79362
863	4850	79359
864	4855	79351
865	4861	79339
866	4866	79329
867	4871	79317
868	4876	79305
869	4882	79290
870	4887	79278
871	4892	79267
872	4897	79255
873	4902	79242
874	4908	79237
875	4913	79224
876	4919	79215
877	4924	79210
878	4930	79200
879	4935	79192
880	4941	79186
881	4946	79178
882	4951	79169
883	4957	79169
884	4963	79158
885	4968	79149
886	4973	79139
887	4979	79127
888	4984	79125
889	4990	79117
890	4996	79114
891	5001	79105
892	5006	79096
893	5012	79088
894	5018	79084
895	5023	79070
896	5028	79064
897	5034	79060
898	5040	79059
899	5045	79047
900	5051	79040
901	5056	79030
902	5061	79020
903	5067	79013
904	5073	79010
905	5078	78997
906	5083	78992
907	5089	78982
908	5094	78977
909	5100	78968
910	5105	78960
911	5111	78951
912	5116	78945
913	5121	78936
914	5127	78930
915	5132	78921
916	5138	78915
917	5144	78914
918	5150	78911
919	5155	78904
920	5161	78897
921	5166	78890
922	5172	78884
923	5177	78871
924	5183	78869
925	5188	78860
926	5193	78848
927	5198	78835
928	5204	78826
929	5209	78820
930	5215	78810
931	5220	78803
932	5226	78796
933	5232	78796
934	5238	78797
935	5243	78792
936	5249	78784
937	5254	78774
938	5260	78768
939	5265	78761
940	5270	78750
941	5276	78740
942	5281	78734
943	5287	78723
944	5292	78711
945	5297	78703
946	5303	78698
947	5308	78693
948	5314	78687
949	5320	78683
950	5325	78675
951	5331	78672
952	5337	78670
953	5342	78658
954	5347	78651
955	5353	78642
956	5358	78636
957	5364	78633
958	5370	78631
959	5375	78622
960	5381	78614
961	5386	78609
962	5393	78616
963	5399	78610
964	5404	78600
965	5409	78591
966	5415	78587
967	5420	78581
968	5426	78571
969	5432	78574
970	5439	78583
971	5445	78597
972	5452	78608
973	5459	78619
974	5465	78623
975	5471	78613
976	5476	78598
977	5481	78594
978	5487	78584
979	5492	78578
980	5498	78570
981	5504	78570
982	5509	78563
983	5514	78551
984	5520	78542
985	5525	78536
986	5531	78533
987	5537	78529
988	5543	78527
989	5548	78524
990	5554	78524
991	5560	78526
992	5567	78528
993	5573	78527
994	5579	78527
995	5584	78520
996	5590	78516
997	5596	78512
998	5602	78512
999	5608	78514
1000	5613	78510
1001	5619	78501
1002	5624	78491
1003	5630	78488
1004	5635	78481
1005	5641	78477
1006	5646	78467
1007	5652	78460
1008	5657	78453
1009	5663	78447
1010	5678	78576
1011	5684	78568
1012	5689	78562
1013	5695	78552
1014	5700	78547
1015	5705	78534
1016	5711	78523
1017	5716	78517
1018	5722	78512
1019	5727	78506
1020	5733	78503
1021	5739	78498
1022	5745	78492
1023	5749	78478
1024	5756	78478
1025	5761	78474
1026	5767	78469
1027	5772	78462
1028	5778	78457
1029	5784	78451
1030	5789	78444
1031	5794	78432
1032	5800	78427
1033	5806	78422
1034	5811	78412
1035	5816	78402
1036	5822	78395
1037	5827	78388
1038	5833	78384
1039	5838	78376
1040	5844	78370
1041	5849	78359
1042	5854	78347
1043	5860	78339
1044	5865	78334
1045	5871	78326
1046	5876	78319
1047	5882	78312
1048	5887	78306
1049	5893	78298
1050	5898	78288
1051	5904	78280
1052	5910	78290
1053	5917	78299
1054	5923	78302
1055	5930	78310
1056	5936	78314
1057	5943	78318
1058	5950	78329
1059	5957	78342
1060	5963	78348
1061	5970	78356
1062	5976	78361
1063	5983	78367
1064	5989	78372
1065	5996	78381
1066	6002	78387
1067	6009	78399
1068	6016	78412
1069	6023	78422
1070	6030	78429
1071	6036	78435
1072	6042	78431
1073	6048	78424
1074	6053	78416
1075	6059	78410
1076	6064	78400
1077	6069	78391
1078	6075	78382
1079	6080	78375
1080	6086	78366
1081	6091	78362
1082	6097	78356
1083	6103	78349
1084	6108	78343
1085	6114	78334
1086	6119	78326
1087	6125	78320
1088	6130	78316
1089	6135	78303
1090	6141	78296
1091	6146	78285
1092	6151	78272
1093	6157	78270
1094	6163	78265
1095	6168	78253
1096	6173	78246
1097	6179	78241
1098	6185	78236
1099	6190	78228
1100	6195	78217
1101	6201	78210
1102	6206	78203
1103	6212	78194
1104	6217	78185
1105	6223	78178
1106	6228	78169
1107	6234	78163
1108	6239	78153
1109	6244	78144
1110	6250	78137
1111	6255	78131
1112	6261	78123
1113	6266	78116
1114	6272	78109
1115	6277	78096
1116	6282	78087
1117	6288	78082
1118	6293	78072
1119	6298	78061
1120	6304	78055
1121	6310	78048
1122	6315	78039
1123	6320	78033
1124	6326	78028
1125	6331	78015
1126	6337	78006
1127	6342	77997
1128	6347	77989
1129	6353	77979
1130	6358	77972
1131	6363	77958
1132	6369	77952
1133	6374	77938
1134	6379	77931
1135	6385	77926
1136	6390	77920
1137	6396	77913
1138	6402	77909
1139	6407	77903
1140	6413	77895
1141	6418	77884
1142	6423	77877
1143	6429	77868
1144	6434	77861
1145	6440	77854
1146	6445	77846
1147	6450	77838
1148	6455	77825
1149	6461	77815
1150	6466	77808
1151	6472	77802
1152	6477	77790
1153	6482	77780
1154	6487	77771
1155	6493	77765
1156	6499	77759
1157	6504	77749
1158	6509	77740
1159	6515	77735
1160	6520	77727
1161	6526	77721
1162	6531	77712
1163	6536	77702
1164	6542	77692
1165	6547	77682
1166	6552	77674
1167	6558	77664
1168	6563	77659
1169	6569	77653
1170	6574	77641
1171	6580	77637
1172	6585	77629
1173	6590	77619
1174	6596	77612
1175	6601	77606
1176	6607	77598
1177	6612	77589
1178	6618	77584
1179	6624	77583
1180	6629	77576
1181	6635	77567
1182	6640	77560
1183	6646	77553
1184	6651	77548
1185	6657	77542
1186	6662	77535
1187	6668	77528
1188	6673	77517
1189	6678	77509
1190	6684	77503
1191	6689	77495
1192	6695	77486
1193	6700	77481
1194	6706	77470
1195	6711	77462
1196	6716	77451
1197	6721	77439
1198	6726	77429
1199	6732	77418
1200	6737	77407
1201	6742	77401
1202	6748	77393
1203	6753	77387
1204	6758	77377
1205	6764	77369
1206	6769	77360
1207	6775	77354
1208	6780	77343
1209	6785	77335
1210	6791	77327
1211	6796	77317
1212	6801	77307
1213	6807	77299
1214	6812	77292
1215	6818	77287
1216	6823	77280
1217	6829	77272
1218	6834	77264
1219	6839	77256
1220	6845	77248
1221	6850	77238
1222	6855	77230
1223	6861	77221
1224	6866	77217
1225	6872	77207
1226	6877	77201
1227	6883	77195
1228	6888	77186
1229	6893	77177
1230	6899	77169
1231	6904	77162
1232	6909	77150
1233	6915	77143
1234	6920	77139
1235	6926	77133
1236	6932	77127
1237	6937	77116
1238	6942	77108
1239	6948	77102
1240	6953	77094
1241	6958	77086
1242	6964	77075
1243	6969	77064
1244	6974	77055
1245	6980	77049
1246	6985	77042
1247	6991	77036
1248	6996	77027
1249	7001	77018
1250	7007	77010
1251	7012	77001
1252	7017	76989
1253	7022	76982
1254	7028	76973
1255	7033	76963
1256	7038	76952
1257	7043	76946
1258	7049	76937
1259	7054	76930
1260	7060	76925
1261	7065	76917
1262	7071	76909
1263	7076	76901
1264	7081	76893
1265	7087	76883
1266	7093	76884
1267	7098	76879
1268	7104	76873
1269	7110	76866
1270	7115	76855
1271	7120	76850
1272	7126	76844
1273	7131	76834
1274	7136	76825
1275	7142	76816
1276	7147	76811
1277	7153	76803
1278	7158	76795
1279	7164	76790
1280	7169	76782
1281	7175	76776
1282	7180	76772
1283	7186	76766
1284	7191	76760
1285	7197	76753
1286	7202	76742
1287	7208	76738
1288	7213	76732
1289	7219	76726
1290	7225	76723
1291	7230	76715
1292	7236	76710
1293	7241	76703
1294	7246	76694
1295	7252	76688
1296	7257	76679
1297	7263	76671
1298	7268	76665
1299	7273	76655
1300	7279	76648
1301	7285	76644
1302	7290	76635
1303	7295	76629
1304	7301	76622
1305	7306	76615
1306	7312	76606
1307	7317	76600
1308	7323	76596
1309	7328	76590
1310	7334	76585
1311	7340	76578
1312	7345	76571
1313	7351	76564
1314	7356	76555
1315	7361	76548
1316	7366	76539
1317	7372	76533
1318	7378	76528
1319	7383	76519
1320	7388	76511
1321	7394	76506
1322	7399	76495
1323	7405	76488
1324	7410	76483
1325	7416	76475
1326	7421	76470
1327	7427	76463
1328	7432	76457
1329	7438	76454
1330	7444	76449
1331	7449	76444
1332	7455	76438
1333	7460	76432
1334	7466	76427
1335	7471	76419
1336	7477	76411
1337	7482	76403
1338	7488	76396
1339	7493	76388
1340	7498	76381
1341	7504	76373
1342	7510	76370
1343	7515	76362
1344	7520	76354
1345	7526	76346
1346	7531	76334
1347	7536	76325
1348	7541	76318
1349	7547	76309
1350	7552	76304
1351	7558	76297
1352	7563	76288
1353	7569	76292
1354	7575	76282
1355	7580	76275
1356	7586	76268
1357	7591	76258
1358	7596	76254
1359	7602	76248
1360	7608	76244
1361	7613	76233
1362	7618	76225
1363	7624	76217
1364	7629	76210
1365	7634	76202
1366	7640	76194
1367	7645	76188
1368	7651	76182
1369	7656	76172
1370	7661	76163
1371	7667	76156
1372	7672	76145
1373	7677	76138
1374	7683	76132
1375	7688	76127
1376	7693	76117
1377	7699	76108
1378	7704	76102
1379	7710	76094
1380	7715	76088
1381	7720	76081
1382	7726	76073
1383	7731	76066
1384	7737	76061
1385	7742	76053
1386	7748	76046
1387	7753	76041
1388	7758	76029
1389	7764	76023
1390	7769	76018
1391	7775	76011
1392	7780	76003
1393	7786	75996
1394	7791	75990
1395	7796	75981
1396	7802	75974
1397	7807	75966
1398	7812	75956
1399	7818	75950
1400	7823	75940
1401	7828	75931
1402	7834	75924
1403	7839	75917
1404	7844	75908
1405	7850	75907
1406	7856	75902
1407	7861	75894
1408	7867	75888
1409	7872	75881
1410	7878	75872
1411	7883	75862
1412	7888	75854
1413	7893	75845
1414	7899	75838
1415	7904	75831
1416	7910	75824
1417	7915	75816
1418	7920	75809
1419	7926	75803
1420	7931	75797
1421	7937	75791
1422	7942	75783
1423	7948	75777
1424	7953	75769
1425	7959	75762
1426	7964	75753
1427	7969	75747
1428	7975	75738
1429	7980	75726
1430	7985	75721
1431	7991	75714
1432	7996	75704
1433	8001	75694
1434	8006	75689
1435	8013	75688
1436	8019	75694
1437	8026	75695
1438	8032	75697
1439	8037	75687
1440	8043	75680
1441	8048	75672
1442	8053	75664
1443	8059	75656
1444	8064	75649
1445	8069	75639
1446	8075	75633
1447	8080	75627
1448	8085	75619
1449	8091	75615
1450	8096	75606
1451	8102	75602
1452	8108	75597
1453	8113	75591
1454	8119	75586
1455	8124	75579
1456	8130	75573
1457	8136	75569
1458	8141	75565
1459	8147	75560
1460	8153	75553
1461	8158	75547
1462	8163	75539
1463	8169	75532
1464	8174	75525
1465	8180	75520
1466	8185	75514
1467	8191	75508
1468	8196	75501
1469	8202	75495
1470	8207	75489
1471	8213	75482
1472	8218	75475
1473	8224	75470
1474	8230	75466
1475	8235	75461
1476	8241	75455
1477	8246	75449
1478	8252	75443
1479	8257	75437
1480	8263	75434
1481	8269	75430
1482	8275	75425
1483	8280	75418
1484	8286	75412
1485	8291	75407
1486	8297	75401
1487	8302	75396
1488	8308	75389
1489	8313	75382
1490	8319	75378
1491	8325	75372
1492	8330	75365
1493	8336	75360
1494	8341	75353
1495	8346	75345
1496	8352	75337
1497	8357	75329
1498	8363	75323
1499	8368	75317
1500	8374	75312
1501	8379	75303
1502	8384	75296
1503	8390	75291
1504	8396	75285
1505	8401	75277
1506	8406	75268
1507	8412	75266
1508	8417	75257
1509	8423	75251
1510	8428	75244
1511	8434	75237
1512	8439	75230
1513	8444	75223
1514	8450	75216
1515	8456	75214
1516	8461	75209
1517	8467	75205
1518	8473	75200
1519	8478	75193
1520	8484	75188
1521	8490	75184
1522	8495	75176
1523	8501	75171
1524	8506	75166
1525	8512	75162
1526	8518	75157
1527	8523	75151
1528	8528	75142
1529	8534	75134
1530	8539	75127
1531	8545	75124
1532	8550	75117
1533	8556	75110
1534	8562	75105
1535	8567	75098
1536	8573	75095
1537	8578	75090
1538	8584	75083
1539	8590	75078
1540	8595	75072
1541	8600	75066
1542	8606	75058
1543	8611	75052
1544	8617	75048
1545	8623	75042
1546	8628	75036
1547	8634	75029
1548	8639	75023
1549	8645	75018
1550	8650	75012
1551	8656	75007
1552	8662	75004
1553	8668	75000
1554	8673	74993
1555	8678	74983
1556	8684	74980
1557	8689	74973
1558	8695	74969
1559	8701	74965
1560	8707	74963
1561	8713	74958
1562	8718	74949
1563	8723	74944
1564	8729	74941
1565	8735	74937
1566	8741	74932
1567	8746	74928
1568	8752	74923
1569	8757	74916
1570	8763	74910
1571	8769	74905
1572	8774	74898
1573	8779	74891
1574	8785	74885
1575	8790	74879
1576	8796	74872
1577	8802	74867
1578	8807	74859
1579	8812	74853
1580	8818	74847
1581	8824	74843
1582	8829	74837
1583	8835	74831
1584	8841	74828
1585	8846	74823
1586	8852	74819
1587	8857	74812
1588	8863	74805
1589	8868	74800
1590	8874	74796
1591	8880	74789
1592	8885	74781
1593	8890	74775
1594	8896	74772
1595	8902	74765
1596	8907	74760
1597	8913	74752
1598	8918	74745
1599	8924	74742
1600	8930	74739
1601	8936	74734
1602	8941	74729
1603	8947	74724
1604	8952	74719
1605	8958	74711
1606	8963	74705
1607	8969	74700
1608	8974	74694
1609	8980	74688
1610	8986	74683
1611	8991	74676
1612	8997	74670
1613	9002	74664
1614	9008	74659
1615	9013	74654
1616	9019	74648
1617	9025	74643
1618	9030	74636
1619	9036	74630
1620	9041	74624
1621	9047	74620
1622	9052	74613
1623	9058	74607
1624	9063	74599
1625	9068	74591
1626	9074	74587
1627	9080	74581
1628	9085	74576
1629	9091	74568
1630	9096	74560
1631	9102	74556
1632	9107	74547
1633	9113	74543
1634	9118	74538
1635	9123	74531
1636	9129	74525
1637	9134	74517
1638	9140	74510
1639	9145	74501
1640	9150	74495
1641	9156	74487
1642	9161	74479
1643	9166	74472
1644	9172	74463
1645	9177	74455
1646	9182	74447
1647	9187	74439
1648	9193	74431
1649	9198	74425
1650	9204	74420
1651	9209	74411
1652	9215	74406
1653	9220	74400
1654	9225	74392
1655	9231	74384
1656	9236	74376
1657	9241	74368
1658	9247	74361
1659	9252	74356
1660	9258	74350
1661	9263	74345
1662	9269	74339
1663	9275	74334
1664	9280	74327
1665	9286	74322
1666	9291	74317
1667	9297	74310
1668	9302	74305
1669	9308	74297
1670	9313	74291
1671	9319	74286
1672	9324	74281
1673	9329	74271
1674	9335	74264
1675	9340	74255
1676	9346	74250
1677	9351	74243
1678	9356	74234
1679	9361	74226
1680	9366	74216
1681	9371	74205
1682	9377	74200
